gid,stad,temp,humd,wspd,wdir,cond,surf,h,date2,date_id
3165,Sun Life Stadium,78.0,44.0,8.0,E,Sunny,Grass,MIA,2012-01-01,2012-01-01MIA
3166,Mercedes-Benz Superdome,68.0,,,,Dome,UBU Speed Series S5M,NO,2012-01-01,2012-01-01NO
3167,Georgia Dome,,,,,Dome,AstroTurf,ATL,2012-01-01,2012-01-01ATL
3168,Lambeau Field,31.0,78.0,20.0,NW,Cloudy,DD GrassMaster,GB,2012-01-01,2012-01-01GB
3169,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2012-01-01,2012-01-01STL
3170,EverBank Field,70.0,61.0,10.0,W,Clear,Grass,JAC,2012-01-01,2012-01-01JAC
3171,Gillette Stadium,51.0,,5.0,SW,Sunny,FieldTurf,NE,2012-01-01,2012-01-01NE
3172,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2012-01-01,2012-01-01HOU
3173,Mall of America Field at HHH Metrodome,65.0,,,,Dome,UBU Speed Series S5M,MIN,2012-01-01,2012-01-01MIN
3174,Sports Authority Field at Mile High,35.0,46.0,6.0,SE,Sunny,Grass,DEN,2012-01-01,2012-01-01DEN
3175,O.co Coliseum Oakland,56.0,63.0,8.0,NW,Clear,Grass,OAK,2012-01-01,2012-01-01OAK
3176,University of Phoenix Stadium,,,,,Dome,Grass,ARI,2012-01-01,2012-01-01ARI
3177,MetLife Stadium,48.0,83.0,7.0,S,Rain,FieldTurf,NYG,2012-01-01,2012-01-01NYG
3178,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2012-01-07,2012-01-07HOU
3179,Mercedes-Benz Superdome,66.0,,,,Dome,UBU Speed Series S5M,NO,2012-01-07,2012-01-07NO
3180,MetLife Stadium,44.0,43.0,12.0,NW,Partly Cloudy,FieldTurf,NYG,2012-01-08,2012-01-08NYG
3181,Sports Authority Field at Mile High,40.0,38.0,6.0,S,Sunny,Grass,DEN,2012-01-08,2012-01-08DEN
3182,Candlestick Park,62.0,14.0,2.0,NE,Sunny,Grass,SF,2012-01-14,2012-01-14SF
3183,Gillette Stadium,24.0,,17.0,WNW,Partly Cloudy,FieldTurf,NE,2012-01-14,2012-01-14NE
3184,M&T Bank Stadium,31.0,35.0,7.0,NNW,Sunny,MomentumTurf,BAL,2012-01-15,2012-01-15BAL
3185,Lambeau Field,31.0,66.0,20.0,S,Sunny,DD GrassMaster,GB,2012-01-15,2012-01-15GB
3186,Gillette Stadium,29.0,,6.0,ENE,Cloudy,Grass,NE,2012-01-22,2012-01-22NE
3187,Candlestick Park,52.0,77.0,15.0,SE,Rain,Grass,SF,2012-01-22,2012-01-22SF
3188,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,NE,2012-02-05,2012-02-05NE
3189,MetLife Stadium,77.0,63.0,5.0,WNW,Fair,FieldTurf,NYG,2012-09-05,2012-09-05NYG
3190,Soldier Field,67.0,66.0,13.0,N,Partly Cloudy,Grass,CHI,2012-09-09,2012-09-09CHI
3191,Cleveland Browns Stadium,68.0,57.0,9.0,NNW,Sunny,Grass,CLE,2012-09-09,2012-09-09CLE
3192,Arrowhead Stadium,69.0,47.0,7.0,NE,Sunny,Grass,KC,2012-09-09,2012-09-09KC
3193,MetLife Stadium,74.0,48.0,1.0,W,Sunny,FieldTurf,NYJ,2012-09-09,2012-09-09NYJ
3194,Ford Field,,,,,Dome,FieldTurf,DET,2012-09-09,2012-09-09DET
3195,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2012-09-09,2012-09-09NO
3196,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2012-09-09,2012-09-09HOU
3197,LP Field,,,,,Sunny,Grass,TEN,2012-09-09,2012-09-09TEN
3198,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,MIN,2012-09-09,2012-09-09MIN
3199,Raymond James Stadium,83.0,79.0,15.0,SW,Cloudy,Grass,TB,2012-09-09,2012-09-09TB
3200,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2012-09-09,2012-09-09ARI
3201,Lambeau Field,72.0,40.0,11.0,NW,Partly Cloudy,DD GrassMaster,GB,2012-09-09,2012-09-09GB
3202,Sports Authority Field at Mile High,85.0,12.0,10.0,NE,Sunny,Grass,DEN,2012-09-09,2012-09-09DEN
3203,M&T Bank Stadium,74.0,37.0,10.0,NW,Clear,MomentumTurf,BAL,2012-09-10,2012-09-10BAL
3204,O.co Coliseum Oakland,67.0,59.0,11.0,WNW,Sunny,Grass,OAK,2012-09-10,2012-09-10OAK
3205,Lambeau Field,60.0,67.0,0.0,CALM,Cloudy,DD GrassMaster,GB,2012-09-13,2012-09-13GB
3206,Paul Brown Stadium,76.0,37.0,5.0,SSE,Sunny,FieldTurf,CIN,2012-09-16,2012-09-16CIN
3207,Ralph Wilson Stadium,66.0,55.0,11.0,WSW,Mostly Sunny,A Turf Titan,BUF,2012-09-16,2012-09-16BUF
3208,Lucas Oil Stadium,72.0,41.0,7.0,SSE,Sunny,AstroTurf,IND,2012-09-16,2012-09-16IND
3209,Lincoln Financial Field,72.0,40.0,5.0,W,Sunny,Grass,PHI,2012-09-16,2012-09-16PHI
3210,MetLife Stadium,73.0,39.0,1.0,W,Mostly Sunny,FieldTurf,NYG,2012-09-16,2012-09-16NYG
3211,EverBank Field,83.0,66.0,5.0,E,Sunny,Grass,JAC,2012-09-16,2012-09-16JAC
3212,Bank of America Stadium,71.0,85.0,4.0,ENE,Cloudy,Grass,CAR,2012-09-16,2012-09-16CAR
3213,Gillette Stadium,64.0,55.0,2.0,S,Partly Cloudy,FieldTurf,NE,2012-09-16,2012-09-16NE
3214,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2012-09-16,2012-09-16STL
3215,CenturyLink Field,68.0,56.0,4.0,NNW,Sunny,FieldTurf,SEA,2012-09-16,2012-09-16SEA
3216,Qualcomm Stadium,85.0,37.0,8.0,S,Sunny,Grass,SD,2012-09-16,2012-09-16SD
3217,Sun Life Stadium,80.0,75.0,8.0,E,Cloudy,Grass,MIA,2012-09-16,2012-09-16MIA
3218,Heinz Field,71.0,36.0,2.0,ENE,Fair,Grass,PIT,2012-09-16,2012-09-16PIT
3219,Candlestick Park,62.0,62.0,15.0,NW,Mostly Sunny,Grass,SF,2012-09-16,2012-09-16SF
3220,Georgia Dome,,,,,Dome,FieldTurf,ATL,2012-09-17,2012-09-17ATL
3221,Bank of America Stadium,75.0,56.0,3.0,WSW,Partly Cloudy,Grass,CAR,2012-09-20,2012-09-20CAR
3222,Soldier Field,56.0,42.0,10.0,NW,Partly Cloudy,Grass,CHI,2012-09-23,2012-09-23CHI
3223,Cleveland Browns Stadium,53.0,79.0,9.0,SW,Rain,Grass,CLE,2012-09-23,2012-09-23CLE
3224,Lucas Oil Stadium,59.0,46.0,10.0,WNW,Partly Cloudy,AstroTurf,IND,2012-09-23,2012-09-23IND
3225,Cowboys Stadium,,,,,Closed Roof,AstroTurf,DAL,2012-09-23,2012-09-23DAL
3226,Sun Life Stadium,83.0,76.0,4.0,NNW,Mostly Cloudy,Grass,MIA,2012-09-23,2012-09-23MIA
3227,FedEx Field,65.0,40.0,6.0,N,Sunny,Grass,WAS,2012-09-23,2012-09-23WAS
3228,Mercedes-Benz Superdome,84.0,,,,Dome,UBU Speed Series S5M,NO,2012-09-23,2012-09-23NO
3229,LP Field,68.0,32.0,5.0,E,Sunny,Grass,TEN,2012-09-23,2012-09-23TEN
3230,Mall of America Field at HHH Metrodome,67.0,,,,Dome,UBU Speed Series S5M,MIN,2012-09-23,2012-09-23MIN
3231,University of Phoenix Stadium,,,,,,Grass,ARI,2012-09-23,2012-09-23ARI
3232,Qualcomm Stadium,82.0,52.0,13.0,WSW,Sunny,Grass,SD,2012-09-23,2012-09-23SD
3233,Sports Authority Field at Mile High,84.0,10.0,13.0,NW,Partly Sunny,Grass,DEN,2012-09-23,2012-09-23DEN
3234,O.co Coliseum Oakland,69.0,53.0,10.0,WNW,Cloudy,Grass,OAK,2012-09-23,2012-09-23OAK
3235,M&T Bank Stadium,67.0,39.0,5.0,NW,Partly Cloudy,MomentumTurf,BAL,2012-09-23,2012-09-23BAL
3236,CenturyLink Field,67.0,49.0,3.0,NW,Sunny,FieldTurf,SEA,2012-09-24,2012-09-24SEA
3237,M&T Bank Stadium,77.0,64.0,5.0,E,Rain,MomentumTurf,BAL,2012-09-27,2012-09-27BAL
3238,Ralph Wilson Stadium,58.0,72.0,7.0,N,Partly Cloudy,A Turf Titan,BUF,2012-09-30,2012-09-30BUF
3239,Arrowhead Stadium,67.0,54.0,0.0,CALM,Cloudy,Grass,KC,2012-09-30,2012-09-30KC
3240,Georgia Dome,,,,,Dome,FieldTurf,ATL,2012-09-30,2012-09-30ATL
3241,MetLife Stadium,67.0,50.0,4.0,WNW,Partly Cloudy,FieldTurf,NYJ,2012-09-30,2012-09-30NYJ
3242,Ford Field,68.0,,,,Dome,FieldTurf,DET,2012-09-30,2012-09-30DET
3243,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2012-09-30,2012-09-30STL
3244,Reliant Stadium,71.0,91.0,15.0,NNW,Closed Roof,Grass,HOU,2012-09-30,2012-09-30HOU
3245,Sports Authority Field at Mile High,72.0,26.0,6.0,NE,Mostly Sunny,Grass,DEN,2012-09-30,2012-09-30DEN
3246,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2012-09-30,2012-09-30ARI
3247,EverBank Field,86.0,62.0,7.0,SE,Chance Rain,Grass,JAC,2012-09-30,2012-09-30JAC
3248,Raymond James Stadium,89.0,52.0,11.0,SSW,Sunny,Grass,TB,2012-09-30,2012-09-30TB
3249,Lambeau Field,64.0,58.0,7.0,E,Partly Cloudy,DD GrassMaster,GB,2012-09-30,2012-09-30GB
3250,Lincoln Financial Field,63.0,59.0,6.0,W,Partly Cloudy,Grass,PHI,2012-09-30,2012-09-30PHI
3251,Cowboys Stadium,80.0,28.0,3.0,N,Closed Roof,AstroTurf,DAL,2012-10-01,2012-10-01DAL
3252,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2012-10-04,2012-10-04STL
3253,Paul Brown Stadium,49.0,55.0,6.0,WSW,Cloudy,UBU Speed Series S5M,CIN,2012-10-07,2012-10-07CIN
3254,Arrowhead Stadium,47.0,45.0,0.0,CALM,Sunny,Grass,KC,2012-10-07,2012-10-07KC
3255,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2012-10-07,2012-10-07IND
3256,MetLife Stadium,51.0,84.0,2.0,S,Rain,FieldTurf,NYG,2012-10-07,2012-10-07NYG
3257,FedEx Field,52.0,77.0,3.0,NE,Cloudy,Grass,WAS,2012-10-07,2012-10-07WAS
3258,Heinz Field,48.0,68.0,4.0,WSW,Cloudy,Grass,PIT,2012-10-07,2012-10-07PIT
3259,Mall of America Field at HHH Metrodome,66.0,,,,Dome,UBU Speed Series S5M,MIN,2012-10-07,2012-10-07MIN
3260,EverBank Field,88.0,53.0,3.0,SW,Cloudy,Grass,JAC,2012-10-07,2012-10-07JAC
3261,Bank of America Stadium,63.0,69.0,6.0,N,Cloudy,Grass,CAR,2012-10-07,2012-10-07CAR
3262,Candlestick Park,62.0,70.0,8.0,W,Sunny,Grass,SF,2012-10-07,2012-10-07SF
3263,Gillette Stadium,54.0,65.0,4.0,S,Rain,FieldTurf,NE,2012-10-07,2012-10-07NE
3264,Mercedes-Benz Superdome,65.0,,,,Dome,UBU Speed Series S5M,NO,2012-10-07,2012-10-07NO
3265,MetLife Stadium,52.0,69.0,4.0,N,Partly Cloudy,FieldTurf,NYJ,2012-10-08,2012-10-08NYJ
3266,LP Field,64.0,52.0,2.0,W,Clear,Grass,TEN,2012-10-11,2012-10-11TEN
3267,Cleveland Browns Stadium,70.0,65.0,19.0,S,Sunny,Grass,CLE,2012-10-14,2012-10-14CLE
3268,Raymond James Stadium,85.0,55.0,9.0,E,Sunny,Grass,TB,2012-10-14,2012-10-14TB
3269,Sun Life Stadium,84.0,72.0,20.0,ENE,Cloudy,Grass,MIA,2012-10-14,2012-10-14MIA
3270,Lincoln Financial Field,66.0,58.0,15.0,SSW,Sunny,Grass,PHI,2012-10-14,2012-10-14PHI
3271,Georgia Dome,,,,,Dome,FieldTurf,ATL,2012-10-14,2012-10-14ATL
3272,MetLife Stadium,65.0,55.0,14.0,SW,Clear,FieldTurf,NYJ,2012-10-14,2012-10-14NYJ
3273,M&T Bank Stadium,69.0,45.0,11.0,SW,Partly Cloudy,MomentumTurf,BAL,2012-10-14,2012-10-14BAL
3274,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2012-10-14,2012-10-14ARI
3275,CenturyLink Field,63.0,80.0,9.0,SSE,Cloudy,FieldTurf,SEA,2012-10-14,2012-10-14SEA
3276,Candlestick Park,61.0,80.0,7.0,NW,Sunny,Grass,SF,2012-10-14,2012-10-14SF
3277,FedEx Field,74.0,40.0,14.0,S,Sunny,Grass,WAS,2012-10-14,2012-10-14WAS
3278,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2012-10-14,2012-10-14HOU
3279,Qualcomm Stadium,78.0,50.0,7.0,WSW,Sunny,Grass,SD,2012-10-15,2012-10-15SD
3280,Candlestick Park,80.0,30.0,15.0,S,Sunny,Grass,SF,2012-10-18,2012-10-18SF
3281,Ralph Wilson Stadium,55.0,75.0,15.0,WSW,Mostly Sunny,A Turf Titan,BUF,2012-10-21,2012-10-21BUF
3282,Raymond James Stadium,77.0,36.0,8.0,NNE,Sunny,Grass,TB,2012-10-21,2012-10-21TB
3283,Lucas Oil Stadium,60.0,65.0,9.0,S,Sunny,AstroTurf,IND,2012-10-21,2012-10-21IND
3284,MetLife Stadium,61.0,44.0,11.0,NW,Mostly Sunny,FieldTurf,NYG,2012-10-21,2012-10-21NYG
3285,Bank of America Stadium,62.0,43.0,8.0,ENE,Sunny,Grass,CAR,2012-10-21,2012-10-21CAR
3286,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2012-10-21,2012-10-21STL
3287,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2012-10-21,2012-10-21HOU
3288,Mall of America Field at HHH Metrodome,64.0,,,,Dome,UBU Speed Series S5M,MIN,2012-10-21,2012-10-21MIN
3289,Gillette Stadium,62.0,39.0,13.0,WNW,Partly Cloudy,FieldTurf,NE,2012-10-21,2012-10-21NE
3290,O.co Coliseum Oakland,62.0,49.0,11.0,WSW,Partly Cloudy,Grass,OAK,2012-10-21,2012-10-21OAK
3291,Paul Brown Stadium,55.0,76.0,1.0,S,Clear,UBU Speed Series S5M,CIN,2012-10-21,2012-10-21CIN
3292,Soldier Field,63.0,89.0,8.0,S,Cloudy,Grass,CHI,2012-10-22,2012-10-22CHI
3293,Mall of America Field at HHH Metrodome,66.0,,,,Dome,UBU Speed Series S5M,MIN,2012-10-25,2012-10-25MIN
3294,Soldier Field,49.0,51.0,18.0,NE,Cloudy,Grass,CHI,2012-10-28,2012-10-28CHI
3295,Cleveland Browns Stadium,44.0,89.0,19.0,NNE,Cloudy,Grass,CLE,2012-10-28,2012-10-28CLE
3296,Lincoln Financial Field,58.0,75.0,23.0,NE,Mostly Cloudy,Grass,PHI,2012-10-28,2012-10-28PHI
3297,MetLife Stadium,60.0,62.0,13.0,NNE,Clear,FieldTurf,NYJ,2012-10-28,2012-10-28NYJ
3298,Ford Field,,,,,Dome,FieldTurf,DET,2012-10-28,2012-10-28DET
3299,Lambeau Field,44.0,47.0,10.0,NE,Sunny,DD GrassMaster,GB,2012-10-28,2012-10-28GB
3300,Wembley Stadium,49.0,84.0,9.0,SW,Mostly Cloudy,Grass,STL,2012-10-28,2012-10-28STL
3301,Heinz Field,45.0,88.0,10.0,N,Cloudy,Grass,PIT,2012-10-28,2012-10-28PIT
3302,LP Field,52.0,49.0,18.0,N,Sunny,Grass,TEN,2012-10-28,2012-10-28TEN
3303,Arrowhead Stadium,50.0,40.0,3.0,ENE,Sunny,Grass,KC,2012-10-28,2012-10-28KC
3304,Cowboys Stadium,62.0,,,,Closed Roof,AstroTurf,DAL,2012-10-28,2012-10-28DAL
3305,Sports Authority Field at Mile High,59.0,30.0,5.0,S,Partly Cloudy,Grass,DEN,2012-10-28,2012-10-28DEN
3306,University of Phoenix Stadium,90.0,11.0,5.0,W,Sunny,Grass,ARI,2012-10-29,2012-10-29ARI
3307,Qualcomm Stadium,63.0,74.0,12.0,WSW,Sunny,Grass,SD,2012-11-01,2012-11-01SD
3308,Paul Brown Stadium,48.0,59.0,1.0,N,Partly Cloudy,UBU Speed Series S5M,CIN,2012-11-04,2012-11-04CIN
3309,Cleveland Browns Stadium,39.0,69.0,8.0,NW,Cloudy,Grass,CLE,2012-11-04,2012-11-04CLE
3310,EverBank Field,81.0,,10.0,SW,Sunny,Grass,JAC,2012-11-04,2012-11-04JAC
3311,Lambeau Field,39.0,57.0,7.0,NE,Mostly Cloudy,DD GrassMaster,GB,2012-11-04,2012-11-04GB
3312,FedEx Field,50.0,44.0,3.0,NW,Sunny,Grass,WAS,2012-11-04,2012-11-04WAS
3313,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2012-11-04,2012-11-04HOU
3314,LP Field,50.0,63.0,6.0,NNE,Sunny,Grass,TEN,2012-11-04,2012-11-04TEN
3315,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2012-11-04,2012-11-04IND
3316,O.co Coliseum Oakland,,,,,Sunny,Grass,OAK,2012-11-04,2012-11-04OAK
3317,CenturyLink Field,60.0,89.0,5.0,SSE,Cloudy,FieldTurf,SEA,2012-11-04,2012-11-04SEA
3318,MetLife Stadium,58.0,44.0,5.0,WNW,Clear,FieldTurf,NYG,2012-11-04,2012-11-04NYG
3319,Georgia Dome,,,,,Dome,FieldTurf,ATL,2012-11-04,2012-11-04ATL
3320,Mercedes-Benz Superdome,69.0,,,,Dome,UBU Speed Series S5M,NO,2012-11-05,2012-11-05NO
3321,EverBank Field,50.0,0.0,,CALM,Clear,Grass,JAC,2012-11-08,2012-11-08JAC
3322,Paul Brown Stadium,69.0,30.0,16.0,SSW,Partly Cloudy,UBU Speed Series S5M,CIN,2012-11-11,2012-11-11CIN
3323,Raymond James Stadium,80.0,51.0,10.0,E,Cloudy,Grass,TB,2012-11-11,2012-11-11TB
3324,Sun Life Stadium,78.0,52.0,20.0,ENE,Partly Cloudy,Grass,MIA,2012-11-11,2012-11-11MIA
3325,Bank of America Stadium,71.0,38.0,5.0,SW,,Grass,CAR,2012-11-11,2012-11-11CAR
3326,Gillette Stadium,60.0,55.0,12.0,SSW,Sunny,FieldTurf,NE,2012-11-11,2012-11-11NE
3327,M&T Bank Stadium,61.0,56.0,6.0,SSE,Sunny,MomentumTurf,BAL,2012-11-11,2012-11-11BAL
3328,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2012-11-11,2012-11-11NO
3329,Mall of America Field at HHH Metrodome,64.0,,,,Dome,UBU Speed Series S5M,MIN,2012-11-11,2012-11-11MIN
3330,CenturyLink Field,43.0,66.0,2.0,SW,Cloudy,FieldTurf,SEA,2012-11-11,2012-11-11SEA
3331,Candlestick Park,55.0,59.0,5.0,NE,Sunny,Grass,SF,2012-11-11,2012-11-11SF
3332,Lincoln Financial Field,,,,,Sunny,Grass,PHI,2012-11-11,2012-11-11PHI
3333,Soldier Field,54.0,90.0,8.0,W,Rain,Grass,CHI,2012-11-11,2012-11-11CHI
3334,Heinz Field,45.0,84.0,16.0,W,Light Rain,Grass,PIT,2012-11-12,2012-11-12PIT
3335,Ralph Wilson Stadium,35.0,73.0,5.0,NE,Clear,A Turf Titan,BUF,2012-11-15,2012-11-15BUF
3336,Sports Authority Field at Mile High,62.0,22.0,3.0,SE,Sunny,Grass,DEN,2012-11-18,2012-11-18DEN
3337,Arrowhead Stadium,59.0,37.0,20.0,S,Sunny,Grass,KC,2012-11-18,2012-11-18KC
3338,Cowboys Stadium,,,,,Closed Roof,AstroTurf,DAL,2012-11-18,2012-11-18DAL
3339,Georgia Dome,,,,,Dome,AstroTurf,ATL,2012-11-18,2012-11-18ATL
3340,Ford Field,,,,,Dome,FieldTurf,DET,2012-11-18,2012-11-18DET
3341,Bank of America Stadium,53.0,15.0,9.0,NNE,Cloudy,Grass,CAR,2012-11-18,2012-11-18CAR
3342,Gillette Stadium,42.0,62.0,14.0,NNE,Clear,FieldTurf,NE,2012-11-18,2012-11-18NE
3343,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2012-11-18,2012-11-18STL
3344,FedEx Field,52.0,55.0,9.0,ENE,Cloudy,Grass,WAS,2012-11-18,2012-11-18WAS
3345,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2012-11-18,2012-11-18HOU
3346,O.co Coliseum Oakland,61.0,62.0,3.0,W,Partly Cloudy,Grass,OAK,2012-11-18,2012-11-18OAK
3347,Heinz Field,46.0,52.0,5.0,E,Clear,Grass,PIT,2012-11-18,2012-11-18PIT
3348,Candlestick Park,64.0,52.0,12.0,S,Cloudy,Grass,SF,2012-11-19,2012-11-19SF
3349,Ford Field,,,,,Dome,FieldTurf,DET,2012-11-22,2012-11-22DET
3350,Cowboys Stadium,,,,,Closed Roof,AstroTurf,DAL,2012-11-22,2012-11-22DAL
3351,MetLife Stadium,46.0,72.0,2.0,SSW,Clear,FieldTurf,NYJ,2012-11-22,2012-11-22NYJ
3352,Soldier Field,41.0,26.0,5.0,W,Partly Cloudy,Grass,CHI,2012-11-25,2012-11-25CHI
3353,Paul Brown Stadium,41.0,47.0,9.0,SW,Mostly Sunny,UBU Speed Series S5M,CIN,2012-11-25,2012-11-25CIN
3354,Cleveland Browns Stadium,34.0,54.0,10.0,SSW,Sunny,Grass,CLE,2012-11-25,2012-11-25CLE
3355,Raymond James Stadium,65.0,30.0,7.0,W,Sunny,Grass,TB,2012-11-25,2012-11-25TB
3356,Arrowhead Stadium,52.0,38.0,7.0,NNE,Sunny,Grass,KC,2012-11-25,2012-11-25KC
3357,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2012-11-25,2012-11-25IND
3358,Sun Life Stadium,72.0,51.0,6.0,WNW,Sunny,Grass,MIA,2012-11-25,2012-11-25MIA
3359,EverBank Field,60.0,,4.0,NW,Clear,Grass,JAC,2012-11-25,2012-11-25JAC
3360,Qualcomm Stadium,59.0,82.0,1.0,SSW,Partly Cloudy,Grass,SD,2012-11-25,2012-11-25SD
3361,University of Phoenix Stadium,,,,,Closed Roof,Grass,ARI,2012-11-25,2012-11-25ARI
3362,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,NO,2012-11-25,2012-11-25NO
3363,MetLife Stadium,34.0,60.0,17.0,WSW,Clear,FieldTurf,NYG,2012-11-25,2012-11-25NYG
3364,Lincoln Financial Field,36.0,42.0,2.0,WNW,Clear,Grass,PHI,2012-11-26,2012-11-26PHI
3365,Georgia Dome,,,,,Dome,AstroTurf,ATL,2012-11-29,2012-11-29ATL
3366,Soldier Field,61.0,76.0,4.0,W,Cloudy,Grass,CHI,2012-12-02,2012-12-02CHI
3367,Ralph Wilson Stadium,52.0,87.0,17.0,SW,Rain,A Turf Titan,BUF,2012-12-02,2012-12-02BUF
3368,Arrowhead Stadium,61.0,60.0,0.0,CALM,Sunny,Grass,KC,2012-12-02,2012-12-02KC
3369,Sun Life Stadium,77.0,66.0,18.0,E,Cloudy,Grass,MIA,2012-12-02,2012-12-02MIA
3370,MetLife Stadium,46.0,89.0,6.0,SW,Cloudy,FieldTurf,NYJ,2012-12-02,2012-12-02NYJ
3371,Ford Field,,,,,Dome,FieldTurf,DET,2012-12-02,2012-12-02DET
3372,Lambeau Field,45.0,79.0,8.0,NW,Cloudy,DD GrassMaster,GB,2012-12-02,2012-12-02GB
3373,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2012-12-02,2012-12-02STL
3374,LP Field,66.0,60.0,19.0,SSW,Cloudy,Grass,TEN,2012-12-02,2012-12-02TEN
3375,Sports Authority Field at Mile High,64.0,16.0,4.0,N,Partly Cloudy,Grass,DEN,2012-12-02,2012-12-02DEN
3376,Qualcomm Stadium,66.0,65.0,14.0,NW,Cloudy,Grass,SD,2012-12-02,2012-12-02SD
3377,O.co Coliseum Oakland,61.0,84.0,21.0,W,Cloudy,Grass,OAK,2012-12-02,2012-12-02OAK
3378,M&T Bank Stadium,57.0,62.0,9.0,S,Partly Cloudy,MomentumTurf,BAL,2012-12-02,2012-12-02BAL
3379,Cowboys Stadium,76.0,54.0,14.0,S,Clear,AstroTurf,DAL,2012-12-02,2012-12-02DAL
3380,FedEx Field,55.0,98.0,1.0,E,Partly Cloudy,Grass,WAS,2012-12-03,2012-12-03WAS
3381,O.co Coliseum Oakland,57.0,73.0,7.0,WNW,Cloudy,Grass,OAK,2012-12-06,2012-12-06OAK
3382,Paul Brown Stadium,53.0,96.0,6.0,SSE,Cloudy,UBU Speed Series S5M,CIN,2012-12-09,2012-12-09CIN
3383,Ralph Wilson Stadium,37.0,74.0,14.0,E,Cloudy,A Turf Titan,BUF,2012-12-09,2012-12-09BUF
3384,Cleveland Browns Stadium,44.0,70.0,5.0,SE,Cloudy,Grass,CLE,2012-12-09,2012-12-09CLE
3385,Raymond James Stadium,69.0,92.0,1.0,WNW,Cloudy,Grass,TB,2012-12-09,2012-12-09TB
3386,Lucas Oil Stadium,,,,,Closed Roof,AstroTurf,IND,2012-12-09,2012-12-09IND
3387,EverBank Field,67.0,,10.0,N,Chance Rain,Grass,JAC,2012-12-09,2012-12-09JAC
3388,Bank of America Stadium,70.0,50.0,4.0,SSW,Cloudy,Grass,CAR,2012-12-09,2012-12-09CAR
3389,FedEx Field,51.0,95.0,7.0,NE,Cloudy,Grass,WAS,2012-12-09,2012-12-09WAS
3390,Heinz Field,45.0,80.0,10.0,ESE,Cloudy,Grass,PIT,2012-12-09,2012-12-09PIT
3391,Mall of America Field at HHH Metrodome,72.0,,,,Dome,UBU Speed Series S5M,MIN,2012-12-09,2012-12-09MIN
3392,Candlestick Park,62.0,44.0,3.0,W,Sunny,Grass,SF,2012-12-09,2012-12-09SF
3393,MetLife Stadium,42.0,88.0,1.0,ENE,Rain,FieldTurf,NYG,2012-12-09,2012-12-09NYG
3394,CenturyLink Field,48.0,82.0,8.0,SE,Rain,FieldTurf,SEA,2012-12-09,2012-12-09SEA
3395,Lambeau Field,33.0,97.0,10.0,E,Snow,DD GrassMaster,GB,2012-12-09,2012-12-09GB
3396,Gillette Stadium,59.0,91.0,7.0,SSW,Rain,FieldTurf,NE,2012-12-10,2012-12-10NE
3397,Lincoln Financial Field,36.0,55.0,1.0,NE,Cloudy,Grass,PHI,2012-12-13,2012-12-13PHI
3398,Soldier Field,44.0,79.0,9.0,W,Chance Rain,Grass,CHI,2012-12-16,2012-12-16CHI
3399,Cleveland Browns Stadium,59.0,67.0,18.0,SSW,Sunny,Grass,CLE,2012-12-16,2012-12-16CLE
3400,Sun Life Stadium,80.0,60.0,13.0,SE,Cloudy,Grass,MIA,2012-12-16,2012-12-16MIA
3401,Georgia Dome,,,,,Dome,AstroTurf,ATL,2012-12-16,2012-12-16ATL
3402,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2012-12-16,2012-12-16STL
3403,M&T Bank Stadium,53.0,74.0,7.0,SSE,Cloudy,MomentumTurf,BAL,2012-12-16,2012-12-16BAL
3404,Mercedes-Benz Superdome,74.0,,,,Dome,UBU Speed Series S5M,NO,2012-12-16,2012-12-16NO
3405,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2012-12-16,2012-12-16HOU
3406,Rogers Centre,,,,,Closed Roof,Artificial Turf,BUF,2012-12-16,2012-12-16BUF
3407,University of Phoenix Stadium,57.0,52.0,3.0,NW,Sunny,Grass,ARI,2012-12-16,2012-12-16ARI
